,wd,ws,freq_val
530.0,115.0,4.0,0.0005920566636249076
531.0,115.0,5.0,0.000706122626341633
532.0,115.0,6.0,0.0006409420762177899
533.0,115.0,7.0,0.0004997175509494634
534.0,115.0,8.0,0.0003747881632120975
535.0,115.0,9.0,0.0003584930256811367
536.0,115.0,10.0,0.000342197888150176
537.0,115.0,11.0,0.0003150393255985747
538.0,115.0,12.0,0.0002933124755572937
539.0,115.0,13.0,0.00019554165037152912
540.0,115.0,14.0,0.00019010993786120888
541.0,115.0,15.0,0.00016838308781992787
542.0,115.0,16.0,0.00011949767522704558
543.0,115.0,17.0,9.233911267544432e-05
544.0,115.0,18.0,8.14756876548038e-05
545.0,115.0,19.0,5.431712510320254e-05
546.0,115.0,20.0,4.345370008256203e-05
547.0,115.0,21.0,7.604397514448356e-05
548.0,115.0,22.0,4.888541259288228e-05
549.0,115.0,23.0,3.802198757224178e-05
550.0,115.0,24.0,1.629513753096076e-05
551.0,115.0,25.0,1.0863425020640507e-05
552.0,120.0,3.0,0.0006029200886455482
553.0,120.0,4.0,0.0005648981010733064
554.0,120.0,5.0,0.0005757615260939469
555.0,120.0,6.0,0.0004779907009081823
556.0,120.0,7.0,0.00043996871333594055
557.0,120.0,8.0,0.00042367357580497977
558.0,120.0,9.0,0.0003747881632120975
559.0,120.0,10.0,0.0003747881632120975
560.0,120.0,11.0,0.00022813192543345067
561.0,120.0,12.0,0.00026072220049537216
562.0,120.0,13.0,0.0002009733628818494
563.0,120.0,14.0,0.00020640507539216964
564.0,120.0,15.0,0.00011949767522704558
565.0,120.0,16.0,8.690740016512406e-05
566.0,120.0,17.0,8.14756876548038e-05
567.0,120.0,18.0,0.00013579281275800635
568.0,120.0,19.0,9.233911267544432e-05
569.0,120.0,20.0,5.974883761352279e-05
570.0,120.0,21.0,9.233911267544432e-05
571.0,120.0,22.0,3.802198757224178e-05
572.0,120.0,23.0,3.802198757224178e-05
573.0,120.0,24.0,3.802198757224178e-05
574.0,120.0,25.0,1.0863425020640507e-05
575.0,125.0,3.0,0.0005757615260939469
576.0,125.0,4.0,0.0004616955633772216
577.0,125.0,5.0,0.0005377395385217052
578.0,125.0,6.0,0.0006300786511971494
579.0,125.0,7.0,0.0004345370008256203
580.0,125.0,8.0,0.0004182418632946595
581.0,125.0,9.0,0.0003530613131708165
582.0,125.0,10.0,0.0003313344631295355
583.0,125.0,11.0,0.000298744188067614
584.0,125.0,12.0,0.0002715856255160127
585.0,125.0,13.0,0.0002009733628818494
586.0,125.0,14.0,0.00015751966279928736
587.0,125.0,15.0,0.00016838308781992787
588.0,125.0,16.0,0.00011949767522704558
